no,Wamei,Family_JPN,新リスト学名,Species,APG.family,Class,group,Growthform,EveDec,ALT,Canopy openess,total LA,no of leaves (leaflet),LA mean (leaf let),Scanned leaf DW,Lamina DW,petiole DW,Lamina thickness,Whole leaf LMA,LDMC,LD LMA,TD
748,サルトリイバラ,ユリ,Smilax china L.,Smilax_china,Smilacaceae,sp,angiosperm,W,E,1144,20,27.237,6,4.5395,0.11201,,,0.27,41.12420604,0.211339623,,
,,,,,,,,,,,,,,,,,,,,,,
749,ソヨゴ,モチノキ,Ilex pedunculosa Miq.,Ilex_pedunculosa,Aquifoliaceae,sp,angiosperm,W,E,1144,90,65.802,6,10.967,0.72577,,,0.2635,110.2960396,0.440394417,96.89352935,0.367717379
,,,,,,,,,,,,,,,,,,,,,,
750,アオツリバナ,ニシキギ,Euonymus yakushimensis Makino,Euonymus_yakushimensis,Celastraceae,sp,angiosperm,W,D,1286,10,126.835,6,21.13916667,0.35948,,,0.128,28.34233453,0.227663078,26.43245295,0.206503539
,,,,,,,,,,,,,,,,,,,,,,
751,アオツリバナ,ニシキギ,Euonymus yakushimensis Makino,Euonymus_yakushimensis,Celastraceae,sp,angiosperm,W,D,1319,10,93.36,6,15.56,0.30288,,,0.1445,32.44215938,0.247653312,30.64687584,0.212089106
,,,,,,,,,,,,,,,,,,,,,,
752,アオツリバナ,ニシキギ,Euonymus yakushimensis Makino,Euonymus_yakushimensis,Celastraceae,sp,angiosperm,W,D,1305,20,90.468,4,22.617,0.29743,,,0.1445,32.87681832,0.238516439,26.89081918,0.186095634
,,,,,,,,,,,,,,,,,,,,,,
753,ヤクシマヒメバライチゴ,バラ,"Rubus illecebrosus var. yakushimensis ",Rubus_illecebrosus_var_yakushimensis,Rosaceae,var,angiosperm,W,,1292,10,7.001,15,0.466733333,0.01751,,,0.1175,25.01071276,0.229188482,,
,,,,,,,,,,,,,,,,,,,,,,
754,ヤクシマヒメバライチゴ,バラ,"Rubus illecebrosus var. yakushimensis ",Rubus_illecebrosus_var_yakushimensis,Rosaceae,var,angiosperm,W,,1053,50,29.683,19,1.562263158,0.11772,,,0.196,39.65906411,0.255746252,,
,,,,,,,,,,,,,,,,,,,,,,
755,ヤクシマヒメバライチゴ,バラ,"Rubus illecebrosus var. yakushimensis ",Rubus_illecebrosus_var_yakushimensis,Rosaceae,var,angiosperm,W,,1053,10,16.486,15,1.099066667,0.03086,,,0.126,18.71891302,0.178072706,,
,,,,,,,,,,,,,,,,,,,,,,
756,ヤクシマガクウツギ,ユキノシタ,Hydrangea luteovenosa Koidz.  var. yakusimensis (Masam.) Sugim.,Hydrangea_luteovenosa_var_yakusimensis,Hydrangeaceae,var,angiosperm,W,D,1077,10,42.161,10,4.2161,0.16815,,,0.2895,39.8828301,0.17869288,,
,,,,,,,,,,,,,,,,,,,,,,
757,アカシデ,カバノキ,Carpinus laxiflora (Siebold et Zucc.) Blume,Carpinus_laxiflora,Betulaceae,sp,angiosperm,W,D,630,50,67.15,6,11.19166667,0.39745,,,0.137,59.18838421,0.457891705,48.76507456,0.355949449
,,,,,,,,,,,,,,,,,,,,,,
758,アカシデ,カバノキ,Carpinus laxiflora (Siebold et Zucc.) Blume,Carpinus_laxiflora,Betulaceae,sp,angiosperm,W,D,630,60,80.696,8,10.087,0.47216,,,0.165,58.51095469,0.475967742,48.80327175,0.295777405
,,,,,,,,,,,,,,,,,,,,,,
759,ナンゴククマヤナギ,クロウメモドキ,Berchemia racemosa Siebold et Zucc.  var. luxurians Hatus.,Berchemia_racemosa_var_luxurians,Rhamnaceae,var,angiosperm,W,D,630,15,110.367,6,18.3945,0.6908,,,0.18,62.59117309,0.340799211,54.27820179,0.301545566
,,,,,,,,,,,,,,,,,,,,,,
760,チシャノキ,NA,Ehretia acuminata R.Br.  var. obovata (Lindl.) I.M.Johnst.,Ehretia_acuminata,Boraginaceae,sp,NA,NA,NA,271,80,124.799,2,62.3995,1.13218,,,0.267,90.72027821,0.392845246,88.75752866,0.332425201
,,,,,,,,,,,,,,,,,,,,,,
761,チシャノキ,NA,Ehretia acuminata R.Br.  var. obovata (Lindl.) I.M.Johnst.,Ehretia_acuminata,Boraginaceae,sp,NA,NA,NA,43,50,229.724,2,114.862,2.36312,,,0.2795,102.8677892,0.412627903,85.2943171,0.305167503
,,,,,,,,,,,,,,,,,,,,,,
762,タニワタリノキ,アカネ,Adina pilulifera (Lam.) Franch. ex Drake,Adina_pilulifera,Rubiaceae,sp,angiosperm,W,E,69,50,103.689,4,25.92225,0.99764,,,0.255,96.21464186,0.421033973,93.99054319,0.368590365
,,,,,,,,,,,,,,,,,,,,,,
763,カキバカンコノキ,トウダイグサ,Glochidion zeylanicum (Gaertn.) A.Juss.,Glochidion_zeylanicum,Euphorbiaceae,sp,angiosperm,W,E,69,30,117.747,3,39.249,0.76433,,,0.2045,64.91290649,0.365620665,57.41037107,0.280735311
,,,,,,,,,,,,,,,,,,,,,,
764,シシアクチ,ヤブコウジ,Ardisia quinquegona Blume,Ardisia_quinquegona,Primulaceae,sp,angiosperm,W,E,78,5,90.748,3,30.24933333,0.51804,,,0.2135,57.0855556,0.2579752,53.18321578,0.249101713
,,,,,,,,,,,,,,,,,,,,,,
765,ギョクシンカ,アカネ,Tarenna gracilipes (Hayata) Ohwi,Tarenna_gracilipes,Rubiaceae,sp,angiosperm,W,E,78,5,153.836,3,51.27866667,0.51244,,,0.1865,33.31079851,0.250569654,30.30310116,0.162483116
,,,,,,,,,,,,,,,,,,,,,,
766,ガジュマル,クワ,Ficus microcarpa L.f.,Ficus_microcarpa,Moraceae,sp,angiosperm,W,E,145,70,75.733,6,12.62216667,0.76421,,,0.3815,100.9084547,0.302729361,82.56958448,0.216434035
,,,,,,,,,,,,,,,,,,,,,,
767,ギョクシンカ,アカネ,Tarenna gracilipes (Hayata) Ohwi,Tarenna_gracilipes,Rubiaceae,sp,angiosperm,W,E,255,5,121.057,3,40.35233333,0.42758,,,0.17,35.32055148,0.24963802,32.79865067,0.192933239
,,,,,,,,,,,,,,,,,,,,,,
768,ギョクシンカ,アカネ,Tarenna gracilipes (Hayata) Ohwi,Tarenna_gracilipes,Rubiaceae,sp,angiosperm,W,E,290,5,107.796,3,35.932,0.39375,,,0.1715,36.5273294,0.242770824,29.83200253,0.173947537
,,,,,,,,,,,,,,,,,,,,,,
769,モクレイシ,ニシキギ,Microtropis japonica (Franch. et Sav.) Hallier f.,Microtropis_japonica,Celastraceae,sp,angiosperm,W,E,459,10,63.388,3,21.12933333,0.54997,,,3.285,86.7624787,0.349586829,89.81113439,0.027339767
,,,,,,,,,,,,,,,,,,,,,,
770,ナンゴクアオキ,ミズキ,Aucuba japonica Thunb.  var. ovoidea Koidz.,Aucuba_japonica_var_ovoidea,Garryaceae,var,angiosperm,W,E,350,10,107.877,2,53.9385,0.66247,,,0.3345,61.4097537,0.232813214,49.68180704,0.148525582
,,,,,,,,,,,,,,,,,,,,,,
771,ナンゴクアオキ,ミズキ,Aucuba japonica Thunb.  var. ovoidea Koidz.,Aucuba_japonica_var_ovoidea,Garryaceae,var,angiosperm,W,E,354,10,136.947,3,45.649,1.11882,,,0.3375,81.69729896,0.285122324,67.99099169,0.20145479
,,,,,,,,,,,,,,,,,,,,,,
772,マルバアオダモ,モクセイ,Fraxinus sieboldiana Blume,Fraxinus_sieboldiana,Oleaceae,sp,angiosperm,W,D,380,35,63.532,5,12.7064,0.33194,,,0.1495,52.24768621,0.392781919,42.41160924,0.283689694
,,,,,,,,,,,,,,,,,,,,,,
773,ルリミノキ,アカネ,Lasianthus japonicus Miq.,Lasianthus_japonicus,Rubiaceae,sp,angiosperm,W,E,446,5,104.844,3,34.948,0.5792,,,0.223,55.24398153,0.328121459,39.95425691,0.179167071
,,,,,,,,,,,,,,,,,,,,,,
774,ルリミノキ,アカネ,Lasianthus japonicus Miq.,Lasianthus_japonicus,Rubiaceae,sp,angiosperm,W,E,441,5,148.629,3,49.543,0.63504,,,0.262,42.7265204,0.266275316,34.02096064,0.129850995
,,,,,,,,,,,,,,,,,,,,,,
775,ショウベンノキ,ミツバウツギ,Turpinia ternata Nakai,Turpinia_ternata,Staphyleaceae,sp,angiosperm,W,E,300,20,127.908,3,42.636,1.17656,,,0.328,91.98486412,0.289778829,85.49803543,0.260664742
,,,,,,,,,,,,,,,,,,,,,,
777,ヤクシマアジサイ,ユキノシタ,Hydrangea grosseserrata Engl.,Hydrangea_grosseserrata,Hydrangeaceae,sp,angiosperm,W,D,295,10,83.165,5,16.633,0.14241,,,0.19,17.12379006,0.116557538,17.58343811,0.092544411
,,,,,,,,,,,,,,,,,,,,,,
778,フユイチゴ,バラ,Rubus buergeri Miq.,Rubus_buergeri,Rosaceae,sp,angiosperm,W,E,294,10,98.983,3,32.99433333,0.46075,,,0.2715,46.5483972,0.295106642,,
,,,,,,,,,,,,,,,,,,,,,,
779,フユイチゴ,バラ,Rubus buergeri Miq.,Rubus_buergeri,Rosaceae,sp,angiosperm,W,E,293,10,86.879,2,43.4395,0.52738,,,0.286,60.70281656,0.30062133,55.20766666,0.1930338
,,,,,,,,,,,,,,,,,,,,,,
780,ハスノハカズラ,ツヅラフジ,Stephania japonica (Thunb.) Miers,Stephania_japonica,Menispermaceae,sp,angiosperm,W,E,271,20,104.623,2,52.3115,0.47058,,,0.212,44.97863758,0.28079241,38.80834132,0.183058214
,,,,,,,,,,,,,,,,,,,,,,
781,サンカクヅル,ブドウ,Vitis flexuosa Thunb.,Vitis_flexuosa,Vitaceae,sp,angiosperm,W,D,267,20,139.418,4,34.8545,0.63455,,,0.1515,45.51420907,0.272690159,36.83482003,0.243134126
,,,,,,,,,,,,,,,,,,,,,,
782,リュウキュウルリミノキ,アカネ,Lasianthus fordii Hance,Lasianthus_fordii,Rubiaceae,sp,angiosperm,W,E,111,10,131.933,6,21.98883333,0.56289,,,0.3325,42.66483746,0.3168712,38.75741174,0.116563644
,,,,,,,,,,,,,,,,,,,,,,
783,ノブドウ,ブドウ,Ampelopsis glandulosa (Wall.) Momiy.  var. heterophylla (Thunb.) Momiy.,Ampelopsis_glandulosa_var_heterophylla,Vitaceae,var,angiosperm,W,D,271,40,112.092,4,28.023,0.62248,,,0.1885,55.53295507,0.309076465,46.94434201,0.249041602
,,,,,,,,,,,,,,,,,,,,,,
784,アズキナシ,バラ,Aria alnifolia (Siebold et Zucc.) Decne.,Aria_alnifolia,Rosaceae,sp,angiosperm,W,D,1685,100,101.117,5,20.2234,0.8161,,,0.276,80.70848621,0.411818136,67.64721701,0.245098612
,,,,,,,,,,,,,,,,,,,,,,
785,ヤクシマミツバツツジ,ツツジ,Rhododendron yakumontanum (T.Yamaz.) T.Yamaz.,Rhododendron_yakumontanum,Ericaceae,sp,angiosperm,W,D,1721,50,63.832,9,7.092444444,0.38533,,,0.3525,60.36627397,0.309452297,62.69431518,0.177856213
,,,,,,,,,,,,,,,,,,,,,,
786,ヤクシマミツバツツジ,ツツジ,Rhododendron yakumontanum (T.Yamaz.) T.Yamaz.,Rhododendron_yakumontanum,Ericaceae,sp,angiosperm,W,D,1748,100,43.382,6,7.230333333,0.31676,,,0.2275,73.01645844,0.3517992,69.17510447,0.304066393
,,,,,,,,,,,,,,,,,,,,,,
787,コショウノキ,ジンチョウゲ,Daphne kiusiana Miq.,Daphne_kiusiana,Thymelaeaceae,sp,angiosperm,W,E,1357,15,56.573,6,9.428833333,0.41515,,,0.3725,73.38306259,0.237608745,70.69662572,0.189789599
,,,,,,,,,,,,,,,,,,,,,,
788,ムベ,アケビ,Stauntonia hexaphylla (Thunb.) Decne.,Stauntonia_hexaphylla,Lardizabalaceae,sp,angiosperm,W,E,982,80,117.187,6,19.53116667,1.3109,,,0.4125,111.863944,0.359909947,99.10896616,0.24026416
,,,,,,,,,,,,,,,,,,,,,,
789,ムベ,アケビ,Stauntonia hexaphylla (Thunb.) Decne.,Stauntonia_hexaphylla,Lardizabalaceae,sp,angiosperm,W,E,982,50,87.331,6,14.55516667,0.88847,,,0.392,101.7359242,0.362640816,91.54592327,0.233535519
,,,,,,,,,,,,,,,,,,,,,,
790,サンカクヅル,ブドウ,Vitis flexuosa Thunb.,Vitis_flexuosa,Vitaceae,sp,angiosperm,W,D,982,60,82.325,3,27.44166667,0.43544,,,0.145,52.89280292,0.340799875,44.58884886,0.307509302
,,,,,,,,,,,,,,,,,,,,,,
791,ムベ,アケビ,Stauntonia hexaphylla (Thunb.) Decne.,Stauntonia_hexaphylla,Lardizabalaceae,sp,angiosperm,W,E,979,100,54.375,6,9.0625,0.59046,,,0.3345,108.5903448,0.376089172,88.87212022,0.265686458
,,,,,,,,,,,,,,,,,,,,,,
792,ノリウツギ,ユキノシタ,Hydrangea paniculata Siebold,Hydrangea_paniculata,Hydrangeaceae,sp,angiosperm,W,D,979,50,207.753,2,103.8765,1.16077,,,0.2775,55.87259871,0.239087539,64.3367942,0.231844303
,,,,,,,,,,,,,,,,,,,,,,
793,キダチニンドウ,スイカズラ,Lonicera hypoglauca Miq.,Lonicera_hypoglauca,Caprifoliaceae,sp,angiosperm,W,ED,234,50,74.639,12,6.219916667,0.27862,,,0.1975,37.3290103,0.249905821,41.32935562,0.20926256
,,,,,,,,,,,,,,,,,,,,,,
794,ヤナギイチゴ,イラクサ,Debregeasia orientalis C.J.Chen,Debregeasia_orientalis,Urticaceae,sp,angiosperm,W,D,,100,126.67,4,31.6675,0.54132,,,0.28,42.73466488,0.217723739,39.05025684,0.139465203
,,,,,,,,,,,,,,,,,,,,,,
795,ヤナギイチゴ,イラクサ,Debregeasia orientalis C.J.Chen,Debregeasia_orientalis,Urticaceae,sp,angiosperm,W,D,,100,112.292,4,28.073,0.49467,,,0.262,44.05211413,0.226497253,36.17273547,0.138063876
,,,,,,,,,,,,,,,,,,,,,,
796,ハシカンボク,ノボタン,Bredia hirsuta Blume,Bredia_hirsuta,Melastomataceae,sp,angiosperm,W,E,,50,80.132,4,20.033,0.2063,,,0.2445,25.74502072,0.163431831,22.14163568,0.090558837
,,,,,,,,,,,,,,,,,,,,,,
797,ハシカンボク,ノボタン,Bredia hirsuta Blume,Bredia_hirsuta,Melastomataceae,sp,angiosperm,W,E,,50,38.693,2,19.3465,0.10657,,,0.2415,27.54244954,0.179834627,27.61656573,0.114354309
,,,,,,,,,,,,,,,,,,,,,,
798,ツルコウジ,ヤブコウジ,Ardisia pusilla DC.,Ardisia_pusilla,Primulaceae,sp,angiosperm,W,E,,10,18.911,3,6.303666667,0.07569,,,0.1845,40.02432447,0.296823529,,
,,,,,,,,,,,,,,,,,,,,,,
799,ツルコウジ,ヤブコウジ,Ardisia pusilla DC.,Ardisia_pusilla,Primulaceae,sp,angiosperm,W,E,,10,17.11,3,5.703333333,0.07294,,,0.924,42.63004091,0.330045249,,
,,,,,,,,,,,,,,,,,,,,,,
800,フトモモ,フトモモ,Syzygium jambos (L.) Alston,Syzygium_jambos,Myrtaceae,sp,angiosperm,W,E,,100,126.34,3,42.11333333,2.16738,,,0.377,171.5513693,0.419287317,143.9397305,0.381802999
,,,,,,,,,,,,,,,,,,,,,,
801,ハマゴウ,クマツヅラ,Vitex rotundifolia L.f.,Vitex_rotundifolia,Verbenaceae,sp,angiosperm,W,E,,100,75.943,9,8.438111111,0.83427,,,0.394,109.8547595,0.315473625,107.4868824,0.272809346
,,,,,,,,,,,,,,,,,,,,,,
802,シマウリノキ,NA,Alangium premnifolium Ohwi,Alangium_premnifolium,Cornaceae,sp,NA,NA,NA,,100,186.784,1,186.784,1.83168,,,0.2835,98.06407401,0.359434851,80.557866,0.28415473
,,,,,,,,,,,,,,,,,,,,,,
803,ハマサルトリイバラ,ユリ,Smilax sebeana Miq.,Smilax_sebeana,Smilacaceae,sp,angiosperm,W,E,,100,104.635,3,34.87833333,0.96595,,,0.2695,92.3161466,0.315700886,75.64316135,0.280679634
,,,,,,,,,,,,,,,,,,,,,,
804,ハマサルトリイバラ,ユリ,Smilax sebeana Miq.,Smilax_sebeana,Smilacaceae,sp,angiosperm,W,E,,100,88.155,4,22.03875,0.5878,,,0.2955,66.67801032,0.264429349,69.90085101,0.236551103
,,,,,,,,,,,,,,,,,,,,,,
805,テリハノイバラ,バラ,Rosa luciae Rochebr. et Franch. ex Cr姿.,Rosa_luciae,Rosaceae,sp,angiosperm,W,D,,100,25.769,14,1.840642857,0.15829,,,0.161,61.42652024,0.399722222,,
,,,,,,,,,,,,,,,,,,,,,,
806,テリハノイバラ,バラ,Rosa luciae Rochebr. et Franch. ex Cr姿.,Rosa_luciae,Rosaceae,sp,angiosperm,W,D,,100,20.998,3,6.999333333,0.1711,,,0.246,81.48395085,0.388952035,,
